id   Names        X       Y       RA      DEC         V    BV  Prob 
 1680  -9999999    174.90   86.20  19:53:58.41  18:48:08.1   17.91  0.76  93
 1686  -9999999    178.78   84.33  19:53:58.68  18:48:06.3   17.34  0.80  98
 1687  -9999999    175.40   80.14  19:53:58.45  18:48:02.1   18.81  0.84  16
 1688  -9999999    174.75   76.58  19:53:58.40  18:47:58.5   18.93  0.86  80
 1689  -9999999    180.35   63.26  19:53:58.80  18:47:45.2   18.08  0.83  89
 1690  -9999999    177.66   63.79  19:53:58.61  18:47:45.7   18.92  0.83  96
 1691  -9999999    167.93   68.19  19:53:57.93  18:47:50.1   18.84  1.26   0
 1692  -9999999    167.20   63.88  19:53:57.87  18:47:45.8   18.51  0.79  99
 1693  -9999999    172.57   61.57  19:53:58.24  18:47:43.5   19.61  1.09  55
 1694  -9999999    168.57   59.27  19:53:57.96  18:47:41.2   19.31  0.96   0
 1695  -9999999    157.16   72.34  19:53:57.17  18:47:54.3   17.72  0.78  97
 1696  -9999999    151.84   65.72  19:53:56.79  18:47:47.7   19.56  0.93  38
 1697  -9999999    147.70   65.57  19:53:56.49  18:47:47.5   17.66  0.81  98
 1698  -9999999    148.34   63.06  19:53:56.54  18:47:45.0   18.45  0.77   0
 1699  -9999999    157.49   54.14  19:53:57.19  18:47:36.1   17.25  0.79   0
 1700  -9999999    162.38   55.92  19:53:57.54  18:47:37.9   18.06  0.93   0
 1701  -9999999    174.42   49.94  19:53:58.38  18:47:31.9   18.81  0.78  87
 1702  -9999999    176.47   44.10  19:53:58.52  18:47:26.0   18.63  0.86  24
 1703  -9999999    179.92   38.64  19:53:58.76  18:47:20.6   18.88  0.74  97
 1704  -9999999    186.89   34.75  19:53:59.25  18:47:16.7   15.78  1.49   0
 1705  -9999999    192.98   31.11  19:53:59.69  18:47:13.0   18.88  0.79  97
 1706  -9999999    188.25   25.90  19:53:59.36  18:47:07.8   19.14  0.85  92
 1707  -9999999    174.15   27.61  19:53:58.35  18:47:09.5   15.91  1.14  89
 1708  -9999999    157.94   36.88  19:53:57.21  18:47:18.8   16.44  1.05  99
 1709  -9999999    163.88   28.42  19:53:57.64  18:47:10.4   19.52  0.86  66
 1710  -9999999    168.05   25.82  19:53:57.93  18:47:07.8   18.72  0.83  93
 1711  -9999999    166.73   22.59  19:53:57.84  18:47:04.5   17.43  0.90   0
 1712  -9999999    164.55   19.54  19:53:57.68  18:47:01.5   19.53  0.88   0
 1713  -9999999    170.65   17.05  19:53:58.11  18:46:59.0   18.35  0.94   0
 1714  -9999999    169.82   13.87  19:53:58.06  18:46:55.8   19.28  0.94  92
 1715  -9999999    170.71    9.50  19:53:58.11  18:46:51.4   18.35  0.81  93
 1716  -9999999    178.55   14.15  19:53:58.68  18:46:56.1   17.60  0.89  99
 1717  -9999999    179.44    4.12  19:53:58.73  18:46:46.1   18.90  0.80   0
 1718  -9999999    182.77    1.50  19:53:58.96  18:46:43.4   19.45  1.00   0
 1719  -9999999    187.81   -2.25  19:53:59.32  18:46:39.7   19.30  0.97  46
 1720  -9999999    187.88   -7.85  19:53:59.33  18:46:34.1   19.15  0.81  76
 1721  -9999999    178.23   -2.71  19:53:58.64  18:46:39.2   19.30  0.89  87
 1722  -9999999    172.76    4.60  19:53:58.26  18:46:46.5   18.16  0.77  90
 1723  -9999999    166.22    7.57  19:53:57.80  18:46:49.5   19.38  1.07   0
 1724  -9999999    161.14    5.32  19:53:57.44  18:46:47.3   19.15  1.19   1
 1725  -9999999    165.01   -5.46  19:53:57.71  18:46:36.5   19.18  0.86  89
 1726  -9999999    170.11   -2.83  19:53:58.07  18:46:39.1   17.70  0.88   0
 1727  -9999999    176.52   -7.39  19:53:58.53  18:46:34.5   18.93  0.78  95
 1728  -9999999    172.98  -12.09  19:53:58.28  18:46:29.8   18.93  0.80  92
 1729  -9999999    168.63  -12.53  19:53:57.98  18:46:29.4   19.72  0.96  78
 1730  -9999999    163.85   -8.19  19:53:57.64  18:46:33.7   18.62  0.81  83
 1731  -9999999    162.74  -11.13  19:53:57.56  18:46:30.8   19.07  0.87   0
 1732  -9999999    162.96  -14.85  19:53:57.57  18:46:27.1   17.60  0.85  98
 1733  -9999999    158.39  -12.60  19:53:57.25  18:46:29.3   19.82  1.15   6
 1734  -9999999    165.18  -19.59  19:53:57.73  18:46:22.4   18.14  0.82  97
 1735  -9999999    169.88  -23.41  19:53:58.06  18:46:18.5   19.22  0.92  97
 1736  -9999999    170.91  -19.46  19:53:58.13  18:46:22.5   19.55  0.77   0
 1737  -9999999    176.09  -14.46  19:53:58.50  18:46:27.5   18.20  0.83  99
 1738  -9999999    179.46  -18.15  19:53:58.73  18:46:23.8   18.60  1.11  43
 1739  -9999999    184.90  -12.02  19:53:59.12  18:46:29.9   19.64  0.97  15
 1740  -9999999    186.99  -17.58  19:53:59.26  18:46:24.4   17.61  0.91   0
 1741  -9999999    188.41  -25.53  19:53:59.36  18:46:16.4   18.26  0.78  95
 1742  -9999999    186.10  -30.94  19:53:59.20  18:46:11.0   18.84  0.82  91
 1743  -9999999    177.82  -31.20  19:53:58.62  18:46:10.7   16.40  1.13  98
 1744  -9999999    172.91  -28.02  19:53:58.28  18:46:13.9   19.16  1.01  76
 1745  -9999999    162.15  -29.07  19:53:57.51  18:46:12.9   19.43  0.98  77
 1746  -9999999    158.22  -26.94  19:53:57.24  18:46:15.0   17.83  1.16   0
 1747  -9999999    163.35  -33.41  19:53:57.60  18:46:08.5   18.37  0.81  95
 1748  -9999999    159.31  -38.01  19:53:57.32  18:46:03.9   17.18  0.73   0
 1749  -9999999    154.69  -38.79  19:53:56.99  18:46:03.2   17.34  0.97  80
 1750  -9999999    166.80  -47.91  19:53:57.84  18:45:54.0   19.12  0.74  77
 1756  -9999999    171.71  -46.04  19:53:58.19  18:45:55.9   16.77  0.84   0
 1757  -9999999    170.06  -40.31  19:53:58.07  18:46:01.6   17.87  0.89   0
 1758  -9999999    177.81  -37.40  19:53:58.61  18:46:04.5   18.83  0.76  74
 1759  -9999999    167.95  -49.97  19:53:57.92  18:45:52.0   19.99  0.77  35
 1760  -9999999    147.74  -50.81  19:53:56.49  18:45:51.1   17.42  0.85   0
 1761  -9999999    149.07  -55.15  19:53:56.60  18:45:46.8   18.45  0.87   0
 1762  -9999999    156.08  -54.83  19:53:57.09  18:45:47.1   17.63  0.98   0
 1763  -9999999    166.94  -58.46  19:53:57.85  18:45:43.5   16.41  0.91   0
 1764  -9999999    167.20  -63.37  19:53:57.87  18:45:38.6   18.55  1.12   0
 1765  -9999999    174.36  -71.34  19:53:58.37  18:45:30.6   19.01  1.14   0
 1766  -9999999    176.04  -73.81  19:53:58.49  18:45:28.1   18.63  0.77  98
 1767  -9999999    166.44  -74.09  19:53:57.82  18:45:27.9   19.12  0.93  67
 1768  -9999999    166.49  -78.05  19:53:57.82  18:45:23.9   18.35  0.86  73
 1769  -9999999    160.76  -67.84  19:53:57.42  18:45:34.1   19.46  0.99   0
 1770  -9999999    157.30  -65.18  19:53:57.17  18:45:36.8   19.16  0.97   0
 1771  -9999999    146.02  -59.47  19:53:56.38  18:45:42.5   19.27  0.96  56
 1772  -9999999    138.65  -75.63  19:53:55.86  18:45:26.3   18.00  0.83  94
 1773  -9999999    132.48  -78.77  19:53:55.43  18:45:23.2   18.84  0.91  95
 1774  -9999999    131.62  -86.94  19:53:55.36  18:45:15.0   19.14  0.78   0
 1775  -9999999    138.88  -89.26  19:53:55.87  18:45:12.7   19.09  0.91  95
 1776  -9999999    150.68  -85.38  19:53:56.71  18:45:16.6   19.78  0.84   0
 1777  -9999999    164.04  -92.66  19:53:57.65  18:45:09.3   18.47  0.80  95
 1778  -9999999    159.36  -99.14  19:53:57.32  18:45:02.8   17.50  0.80  96
 1779  -9999999    156.00  -97.39  19:53:57.08  18:45:04.6   18.29  0.85   0
 1780  -9999999    150.68  -97.69  19:53:56.71  18:45:04.3   16.73  1.00   0
 1781  -9999999    147.54  -97.55  19:53:56.48  18:45:04.4   19.15  0.88   2
 1782  -9999999    141.10  -95.15  19:53:56.03  18:45:06.8   19.87  0.83  79
 1783  -9999999    139.20  -93.01  19:53:55.90  18:45:08.9   18.64  0.77  27
 1784  -9999999    126.26  -96.66  19:53:54.99  18:45:05.3   17.07  1.31   6
 1785  -9999999    150.26 -101.27  19:53:56.68  18:45:00.7   18.97  0.86   0
 1786  -9999999    153.85 -103.05  19:53:56.93  18:44:58.9   18.94  0.82  97
 1787  -9999999    137.89 -116.90  19:53:55.81  18:44:45.1   19.37  0.89  91
 1788  -9999999    133.83 -109.04  19:53:55.52  18:44:52.9   19.16  0.96   0
 1789  -9999999    125.96 -111.02  19:53:54.96  18:44:50.9   18.93  0.82  85
 1790  -9999999    128.86 -115.44  19:53:55.17  18:44:46.5   19.76  1.12  89
 1791  -9999999    130.66 -119.77  19:53:55.29  18:44:42.2   18.94  0.79  96
 1792  -9999999    118.39 -118.01  19:53:54.43  18:44:43.9   18.13  0.86  72
 1793  -9999999    116.68 -121.74  19:53:54.32  18:44:40.2   18.12  0.85   0
 1794  -9999999    132.72 -124.00  19:53:55.44  18:44:37.9   19.70  0.91   0
 1795  -9999999    136.56 -125.15  19:53:55.71  18:44:36.8   18.12  0.91   0
 1796  -9999999    140.79 -125.29  19:53:56.01  18:44:36.6   18.85  0.86  96
 1797  -9999999    130.77 -133.01  19:53:55.30  18:44:28.9   18.85  0.81  97
 1798  -9999999    127.58 -132.05  19:53:55.09  18:44:29.9   18.52  0.86  95
 1799  -9999999    127.45 -134.87  19:53:55.06  18:44:27.1   19.40  0.77  65
 1801  -9999999    109.17 -125.93  19:53:53.79  18:44:36.0   19.23  0.98  78
 1802  -9999999    106.99 -126.79  19:53:53.63  18:44:35.2   18.36  0.75  74
 1803  -9999999     98.36 -118.84  19:53:53.02  18:44:43.1   19.07  1.18   0
 1804  -9999999     96.64 -124.17  19:53:52.90  18:44:37.8   19.04  0.97  93
 1805  -9999999     94.35 -125.88  19:53:52.74  18:44:36.1   18.60  0.76  90
 1806  -9999999     87.15 -128.57  19:53:52.24  18:44:33.4   17.59  0.48   0
 1807  -9999999     91.77 -132.32  19:53:52.56  18:44:29.6   19.56  0.89  68
 1808  -9999999    102.02 -136.17  19:53:53.28  18:44:25.8   18.87  0.76  98
 1809  -9999999    107.88 -135.37  19:53:53.69  18:44:26.6   18.17  0.76  21
 1810  -9999999    111.08 -142.49  19:53:53.92  18:44:19.5   19.26  0.84  96
 1811  -9999999    103.00 -141.23  19:53:53.35  18:44:20.7   18.54  0.80  98
 1812  -9999999     93.47 -145.97  19:53:52.68  18:44:16.0   19.17  0.80  97
 1813  -9999999     89.97 -144.27  19:53:52.43  18:44:17.7   18.66  0.74  95
 1814  -9999999     83.83 -140.05  19:53:52.00  18:44:21.9   19.34  1.02   0
 1816  -9999999     66.31 -132.35  19:53:50.77  18:44:29.6   19.66  0.93  59
 1817  -9999999     69.91 -139.80  19:53:51.02  18:44:22.2   19.54  0.85  91
 1818  -9999999     64.82 -141.22  19:53:50.66  18:44:20.7   17.39  0.81   0
 1819  -9999999     57.53 -134.93  19:53:50.15  18:44:27.0   19.12  1.01  10
 1820  -9999999     60.37 -144.38  19:53:50.35  18:44:17.6   19.06  0.82  95
 1826  -9999999     56.81 -143.09  19:53:50.10  18:44:18.9   18.30  0.67  93
 1827  -9999999     84.45 -154.62  19:53:52.04  18:44:07.3   18.66  0.76  90
 1828  -9999999     84.69 -159.78  19:53:52.06  18:44:02.2   18.79  0.77   0
 1829  -9999999     88.01 -161.30  19:53:52.29  18:44:00.7   19.12  0.81  95
 1830  -9999999     76.36 -161.36  19:53:51.47  18:44:00.6   18.23  0.73  95
 1831  -9999999     73.08 -164.95  19:53:51.25  18:43:57.0   19.82  0.93  93
 1832  -9999999     54.99 -158.19  19:53:49.96  18:44:03.8   18.96  0.96   3
 1833  -9999999     51.21 -155.16  19:53:49.71  18:44:06.8   18.37  0.80  88
 1834  -9999999     51.97 -148.96  19:53:49.76  18:44:13.0   18.21  0.84  97
 1836  -9999999     35.65 -156.62  19:53:48.60  18:44:05.4   18.49  0.78  98
 1837  -9999999     30.90 -157.97  19:53:48.28  18:44:04.0   18.68  0.98  74
 1838  -9999999     35.63 -146.03  19:53:48.60  18:44:15.9   19.13  1.02  88
 1839  -9999999     35.67 -143.84  19:53:48.60  18:44:18.1   18.62  0.83  96
 1840  -9999999     24.02 -146.51  19:53:47.79  18:44:15.5   19.10  0.91   0
 1841  -9999999     20.96 -148.03  19:53:47.57  18:44:13.9   17.96  0.88   0
 1842  -9999999     20.69 -152.38  19:53:47.55  18:44:09.6   18.26  0.75   0
 1843  -9999999     25.00 -152.82  19:53:47.85  18:44:09.1   19.64  0.90   0
 1844  -9999999     32.00 -161.16  19:53:48.36  18:44:00.8   19.75  0.93  17
 1845  -9999999     30.84 -171.35  19:53:48.27  18:43:50.6   17.22  1.23   0
 1846  -9999999     26.28 -172.22  19:53:47.95  18:43:49.7   19.19  0.76  94
 1847  -9999999     30.24 -179.76  19:53:48.23  18:43:42.2   18.98  1.11   0
 1848  -9999999     18.90 -178.59  19:53:47.43  18:43:43.4   17.21  1.00  73
 1849  -9999999     21.95 -176.00  19:53:47.64  18:43:46.0   18.77  0.79  95
 1850  -9999999     11.05 -170.23  19:53:46.88  18:43:51.7   19.25  0.84  98
 1851  -9999999     11.21 -165.73  19:53:46.89  18:43:56.2   17.38  0.86   0
 1852  -9999999     17.80 -159.75  19:53:47.35  18:44:02.2   19.30  0.84  90
 1853  -9999999     17.91 -145.72  19:53:47.35  18:44:16.2   18.42  0.92  88
 1854  -9999999     10.44 -149.20  19:53:46.83  18:44:12.8   17.82  0.94   0
 1855  -9999999     -8.35 -146.23  19:53:45.51  18:44:15.7   18.61  0.85   0
 1856  -9999999    -20.30 -147.06  19:53:44.67  18:44:14.9   19.27  0.76  72
 1857  -9999999    -24.77 -143.71  19:53:44.35  18:44:18.2   18.41  0.76  84
 1858  -9999999    -25.05 -150.35  19:53:44.33  18:44:11.6   17.99  0.90   0
 1859  -9999999    -15.38 -153.16  19:53:45.01  18:44:08.8   19.95  0.92  76
 1860  -9999999     -9.95 -166.95  19:53:45.40  18:43:55.0   19.39  0.89  95
 1861  -9999999     -0.96 -171.77  19:53:46.04  18:43:50.2   19.58  0.94  23
 1862  -9999999    -17.89 -170.44  19:53:44.84  18:43:51.5   19.04  0.83  93
 1863  -9999999    -34.37 -176.51  19:53:43.67  18:43:45.5   18.26  0.98   0
 1864  -9999999    -29.34 -168.02  19:53:44.04  18:43:53.9   18.12  0.76  98
 1865  -9999999    -21.28 -160.40  19:53:44.61  18:44:01.6   19.35  0.68   0
 1866  -9999999    -27.80 -159.71  19:53:44.15  18:44:02.2   18.71  0.82  96
 1867  -9999999    -31.06 -150.67  19:53:43.91  18:44:11.3   17.52  0.87   0
 1868  -9999999    -35.58 -149.80  19:53:43.59  18:44:12.2   19.74  1.00   0
 1869  -9999999    -32.62 -146.80  19:53:43.80  18:44:15.2   19.17  0.81  97
 1870  -9999999    -33.14 -142.76  19:53:43.76  18:44:19.2   18.38  0.74  93
 1871  -9999999    -41.97 -141.91  19:53:43.14  18:44:20.1   19.19  0.82   1
 1872  -9999999    -43.92 -136.25  19:53:43.01  18:44:25.7   19.28  0.91  86
 1873  -9999999    -48.77 -135.29  19:53:42.66  18:44:26.7   18.88  1.21  13
 1874  -9999999    -51.73 -141.28  19:53:42.46  18:44:20.7   19.19  0.98  80
 1875  -9999999    -48.80 -144.16  19:53:42.66  18:44:17.8   17.45  0.85  99
 1876  -9999999    -49.97 -156.91  19:53:42.58  18:44:05.1   17.66  0.76  89
 1877  -9999999    -41.33 -156.00  19:53:43.19  18:44:06.0   19.84  0.95  51
 1878  -9999999    -55.24 -157.54  19:53:42.20  18:44:04.4   17.51  0.87  17
 1879  -9999999    -55.26 -162.21  19:53:42.20  18:43:59.7   19.07  1.03   0
 1880  -9999999    -65.39 -158.59  19:53:41.50  18:44:03.4   19.01  0.81  95
 1881  -9999999    -69.32 -159.24  19:53:41.22  18:44:02.7   19.40  0.90  67
 1882  -9999999    -72.33 -162.57  19:53:41.00  18:43:59.4   19.18  0.86  94
 1883  -9999999    -76.48 -160.26  19:53:40.71  18:44:01.7   17.92  1.04   0
 1884  -9999999    -75.25 -155.63  19:53:40.80  18:44:06.3   18.15  0.82  96
 1885  -9999999    -73.03 -157.31  19:53:40.95  18:44:04.7   19.92  0.72  27
 1887  -9999999    -66.40 -146.57  19:53:41.43  18:44:15.4   18.21  0.80  86
 1888  -9999999    -60.41 -143.78  19:53:41.84  18:44:18.2   19.06  0.82  87
 1889  -9999999    -57.65 -143.29  19:53:42.03  18:44:18.7   19.12  0.85   0
 1890  -9999999    -62.66 -140.66  19:53:41.68  18:44:21.3   17.87  0.93   0
 1896  -9999999    -63.01 -133.35  19:53:41.66  18:44:28.6   18.49  0.86  76
 1897  -9999999    -61.68 -129.89  19:53:41.75  18:44:32.1   17.52  0.84  96
 1898  -9999999    -67.12 -126.47  19:53:41.37  18:44:35.5   17.88  0.81  97
 1899  -9999999    -80.40 -130.37  19:53:40.44  18:44:31.6   18.55  0.67   0
 1900  -9999999    -86.15 -128.82  19:53:40.03  18:44:33.1   17.73  0.89  97
 1901  -9999999    -82.53 -133.95  19:53:40.29  18:44:28.0   19.64  0.90  63
 1902  -9999999    -81.42 -137.56  19:53:40.36  18:44:24.4   19.22  0.80  96
 1903  -9999999    -76.83 -139.04  19:53:40.69  18:44:22.9   17.60  0.96   0
 1904  -9999999    -74.96 -146.34  19:53:40.82  18:44:15.6   17.85  0.79  92
 1905  -9999999    -84.88 -150.53  19:53:40.12  18:44:11.4   19.14  0.86  63
 1906  -9999999    -86.10 -155.32  19:53:40.03  18:44:06.6   20.02  0.95  55
 1907  -9999999    -90.40 -152.87  19:53:39.73  18:44:09.1   17.84  0.94  97
 1908  -9999999    -95.33 -153.27  19:53:39.39  18:44:08.7   15.45  0.67   0
 1909  -9999999    -94.26 -148.43  19:53:39.46  18:44:13.5   18.29  0.84  98
 1910  -9999999    -97.26 -145.87  19:53:39.25  18:44:16.1   18.81  0.92  98
 1911  -9999999    -93.46 -143.69  19:53:39.52  18:44:18.3   18.90  0.80  98
 1912  -9999999    -84.05 -142.47  19:53:40.18  18:44:19.5   18.42  1.07   4
 1913  -9999999    -92.67 -140.01  19:53:39.57  18:44:22.0   19.02  0.90  92
 1914  -9999999   -104.60 -135.96  19:53:38.73  18:44:26.0   18.21  0.86  68
 1915  -9999999   -110.53 -132.52  19:53:38.32  18:44:29.4   16.65  0.73   0
 1916  -9999999   -104.37 -127.23  19:53:38.74  18:44:34.7   19.15  0.88   2
 1918  -9999999    -92.01 -128.73  19:53:39.62  18:44:33.2   14.26  1.11  79
 1919  -9999999    -85.51 -114.44  19:53:40.08  18:44:47.5   17.40  1.03  89
 1920  -9999999    -90.89 -111.92  19:53:39.70  18:44:50.0   19.14  0.89  92
 1921  -9999999    -99.56 -109.66  19:53:39.09  18:44:52.3   19.10  0.82  84
 1923  -9999999   -101.44 -115.91  19:53:38.96  18:44:46.0   19.07  0.91  90
 1924  -9999999   -106.02 -116.91  19:53:38.64  18:44:45.0   17.77  0.98  96
 1925  -9999999   -108.99 -120.33  19:53:38.43  18:44:41.6   19.05  0.98  82
 1926  -9999999   -113.29 -119.90  19:53:38.12  18:44:42.0   17.83  1.30   1
 1927  -9999999   -112.43 -117.36  19:53:38.19  18:44:44.6   18.43  0.85  97
 1928  -9999999   -113.10 -113.88  19:53:38.14  18:44:48.1   18.37  0.90  90
 1930  -9999999   -125.27 -127.76  19:53:37.28  18:44:34.2   18.87  0.84  96
 1931  -9999999   -125.51 -123.46  19:53:37.26  18:44:38.5   17.97  0.91  72
 1932  -9999999   -127.35 -121.10  19:53:37.14  18:44:40.9   19.50  0.84  80
 1933  -9999999   -124.98 -118.14  19:53:37.30  18:44:43.8   17.91  0.90  93
 1934  -9999999   -133.68 -114.39  19:53:36.69  18:44:47.6   18.50  0.84  97
 1935  -9999999   -133.68 -105.08  19:53:36.69  18:44:56.9   17.77  0.93  98
 1936  -9999999   -134.86  -99.57  19:53:36.61  18:45:02.4   19.46  1.08   2
 1937  -9999999   -121.58  -94.85  19:53:37.54  18:45:07.1   19.09  0.85  93
 1938  -9999999   -113.10  -97.35  19:53:38.14  18:45:04.6   19.03  0.80  93
 1939  -9999999   -108.57  -98.01  19:53:38.45  18:45:03.9   17.76  0.86  99
 1940  -9999999   -111.11  -94.25  19:53:38.28  18:45:07.7   17.61  0.98  98
 1941  -9999999   -116.74  -81.50  19:53:37.87  18:45:20.5   17.66  0.94  94
 1942  -9999999   -119.20  -83.17  19:53:37.71  18:45:18.8   18.99  0.73   0
 1943  -9999999   -127.85  -84.36  19:53:37.09  18:45:17.6   19.45  0.92   0
 1944  -9999999   -131.15  -92.30  19:53:36.86  18:45:09.6   19.38  0.90  93
 1945  -9999999   -134.84  -86.90  19:53:36.61  18:45:15.0   19.99  1.15   0
 1946  -9999999   -151.04  -87.86  19:53:35.47  18:45:14.1   17.46  0.86  77
 1947  -9999999   -154.23  -85.83  19:53:35.24  18:45:16.1   19.01  0.94   0
 1948  -9999999   -149.84  -82.96  19:53:35.55  18:45:19.0   19.86  1.08   0
 1949  -9999999   -145.33  -80.45  19:53:35.87  18:45:21.5   19.17  0.90  17
 1950  -9999999   -140.43  -85.02  19:53:36.21  18:45:16.9   18.39  0.98   0
 1952  -9999999   -140.51  -77.43  19:53:36.20  18:45:24.5   17.94  0.98   0
 1953  -9999999   -135.33  -75.65  19:53:36.57  18:45:26.3   19.45  1.04  85
 1954  -9999999   -123.84  -78.24  19:53:37.38  18:45:23.7   18.89  0.85   0
 1955  -9999999   -127.23  -76.80  19:53:37.14  18:45:25.2   18.39  0.83  98
 1958  -9999999   -141.34  -71.12  19:53:36.15  18:45:30.8   19.59  0.82  72
 1959  -9999999   -145.11  -74.83  19:53:35.88  18:45:27.1   19.21  1.11  42
 1960  -9999999   -140.63  -66.08  19:53:36.20  18:45:35.9   18.35  0.77  91
 1966  -9999999   -144.05  -65.08  19:53:35.96  18:45:36.9   18.21  1.11   0
 1967  -9999999   -154.43  -72.03  19:53:35.22  18:45:29.9   19.26  0.93   3
 1968  -9999999   -166.45  -60.97  19:53:34.38  18:45:41.0   19.58  0.80  24
 1969  -9999999   -164.68  -58.87  19:53:34.51  18:45:43.1   17.60  0.84   0
 1970  -9999999   -161.07  -59.42  19:53:34.75  18:45:42.5   18.19  0.71  99
 1971  -9999999   -156.78  -61.15  19:53:35.06  18:45:40.8   19.57  0.97  82
 1973  -9999999   -137.24  -49.14  19:53:36.44  18:45:52.8   18.07  1.04   0
 1974  -9999999   -145.60  -47.75  19:53:35.84  18:45:54.2   19.39  0.95  67
 1975  -9999999   -149.08  -51.10  19:53:35.60  18:45:50.8   18.54  0.83  96
 1976  -9999999   -151.14  -56.10  19:53:35.45  18:45:45.8   18.04  0.82  88
 1977  -9999999   -173.09  -48.84  19:53:33.91  18:45:53.1   19.35  1.08  85
 1978  -9999999   -169.08  -45.26  19:53:34.19  18:45:56.7   18.06  0.78  96
 1979  -9999999   -165.45  -41.55  19:53:34.45  18:46:00.4   18.21  0.83  98
 1980  -9999999   -167.61  -36.12  19:53:34.29  18:46:05.8   17.94  0.82  96
 1981  -9999999   -174.39  -34.10  19:53:33.82  18:46:07.8   18.77  0.88   0
 1982  -9999999   -154.21  -37.90  19:53:35.24  18:46:04.0   19.18  0.78   2
 1983  -9999999   -139.72  -41.26  19:53:36.26  18:46:00.7   19.58  0.95  90
 1984  -9999999   -149.31  -30.15  19:53:35.59  18:46:11.8   19.57  0.88  25
 1985  -9999999   -146.86  -28.56  19:53:35.76  18:46:13.4   19.92  0.95  89
 1986  -9999999   -165.03  -27.91  19:53:34.48  18:46:14.0   19.35  1.13  79
 1987  -9999999   -169.87  -30.15  19:53:34.14  18:46:11.8   17.46  0.91   0
 1988  -9999999   -179.84  -26.97  19:53:33.44  18:46:15.0   18.80  0.85  95
 1989  -9999999   -177.33  -22.00  19:53:33.61  18:46:19.9   18.95  1.04   0
 1990  -9999999   -178.86  -17.92  19:53:33.50  18:46:24.0   18.94  0.88  50
 1991  -9999999   -180.79   -6.96  19:53:33.37  18:46:35.0   18.15  1.00   0
 1992  -9999999   -171.00   -8.10  19:53:34.06  18:46:33.8   17.83  0.88  96
 1993  -9999999   -167.74  -16.48  19:53:34.29  18:46:25.5   19.76  1.05   1
 1994  -9999999   -154.02  -15.31  19:53:35.25  18:46:26.6   19.11  1.09   1
 1995  -9999999   -147.90   -6.98  19:53:35.68  18:46:35.0   16.92  1.11  98
 1996  -9999999   -151.58   -6.18  19:53:35.43  18:46:35.8   17.50  0.96  28
 1997  -9999999   -156.68    0.62  19:53:35.06  18:46:42.6   18.65  1.00   0
 1998  -9999999   -154.40    7.97  19:53:35.22  18:46:49.9   18.16  0.82  94
 1999  -9999999   -161.73    5.60  19:53:34.71  18:46:47.5   19.03  0.78  91
 2000  -9999999   -160.09   10.59  19:53:34.82  18:46:52.5   19.34  0.93   0
 2001  -9999999   -166.86   -5.06  19:53:34.35  18:46:36.9   18.29  0.80  96
 2002  -9999999   -179.32   -1.90  19:53:33.46  18:46:40.0   18.83  0.93   0
 2003  -9999999   -178.24   12.57  19:53:33.55  18:46:54.5   18.56  0.76  98
 2004  -9999999   -182.44   16.25  19:53:33.26  18:46:58.2   18.80  0.88   0
 2005  -9999999   -172.16   18.56  19:53:33.97  18:47:00.5   19.56  0.92   0
 2006  -9999999   -159.77   13.81  19:53:34.85  18:46:55.8   17.66  0.84  45
 2007  -9999999   -158.76   16.09  19:53:34.92  18:46:58.0   18.34  0.82   0
 2008  -9999999   -146.06   16.79  19:53:35.81  18:46:58.7   16.99  0.96   0
 2009  -9999999   -150.44   17.63  19:53:35.50  18:46:59.6   19.59  1.13   0
 2010  -9999999   -153.68   20.33  19:53:35.28  18:47:02.3   18.38  0.85  99
 2011  -9999999   -157.57   22.58  19:53:35.00  18:47:04.5   17.65  1.31   0
 2012  -9999999   -161.63   21.23  19:53:34.71  18:47:03.2   19.44  0.93  76
 2013  -9999999   -155.25   24.71  19:53:35.17  18:47:06.7   19.19  0.83   0
 2014  -9999999   -148.60   28.43  19:53:35.63  18:47:10.4   17.19  0.97   0
 2015  -9999999   -163.53   26.66  19:53:34.58  18:47:08.6   18.98  0.91   0
 2016  -9999999   -173.42   28.31  19:53:33.89  18:47:10.3   18.56  0.86   0
 2017  -9999999   -166.76   33.39  19:53:34.36  18:47:15.3   18.08  0.80  99
 2018  -9999999   -160.45   36.58  19:53:34.80  18:47:18.5   19.14  0.91   0
 2020  -9999999   -146.85   34.92  19:53:35.76  18:47:16.9   19.74  0.88  83
 2021  -9999999   -147.74   39.43  19:53:35.69  18:47:21.4   17.59  0.96  99
 2022  -9999999   -151.45   41.27  19:53:35.43  18:47:23.2   19.14  0.93  96
 2023  -9999999   -159.48   41.22  19:53:34.86  18:47:23.2   19.57  1.04  81
 2024  -9999999   -148.12   47.49  19:53:35.67  18:47:29.4   19.04  0.73  88
 2025  -9999999   -154.12   51.10  19:53:35.25  18:47:33.0   18.33  0.97   0
 2026  -9999999   -158.01   51.81  19:53:34.97  18:47:33.8   18.33  0.77  99
 2027  -9999999   -166.21   47.74  19:53:34.40  18:47:29.7   18.20  0.79  96
 2028  -9999999   -169.50   46.56  19:53:34.16  18:47:28.5   19.39  1.05  92
 2029  -9999999   -170.91   42.95  19:53:34.06  18:47:24.9   19.32  0.93  80
 2030  -9999999   -177.18   43.91  19:53:33.62  18:47:25.9   18.16  0.78  97
 2031  -9999999   -175.61   50.19  19:53:33.73  18:47:32.1   18.92  0.88  95
