ID,Year,Config,AP,V_kud,BV_kud,Obs_RV,Hel_RV,High_Res_RV,ID_kud,RA,Dec,X,Y,Prob,2MASS,r_2mass,RA_2mass,Dec_2mass,J,Jerr,H,Herr,K,Kerr,IR_Flags,RA_deg,Dec_deg,EBV,Mv,Teff_BV,Teff_VK,Teff_JK,logg,logg_bv,Teff_Final,Logg_Final,Teff_Avg,Logg_Avg,Duplicated,idcombined,hcn,cn41,hwch,hcn_noscale,cn41_noscale,hwch_noscale,Branch,ofe,ofe_flag,nafe,nafe_flag,Teff_Cord,Teff_Ram,logg_Ram,cfe_avgofe,nfe_avgofe,cfe_cn41_avgofe,nfe_cn41_avgofe,[C/Fe],[N/Fe],Fit_x,[C/Fe]_cn41,[N/Fe]_cn41,Fit_y,[C/Fe]_cratio50,[N/Fe]_cratio50,Fit_cratio50,dis,m275,m336,m438,r_hst,deltahcn,deltacn41,deltahwch
1-8,2016,br2,81.0,14.19,1.37,-56.0765,-39.8251,-16.575,80,19:53:47.96,18:45:49.3,26.48,-52.67,83,19534796+1845493,0.072,19:53:47.965,+18:45:49.32,11.874,0.043,11.232,0.041,11.108,0.028,AAA,298.449833333,18.7636944444,0.28,0.462,4489.021339,4625.685871,4643.716703,2.276052,2.192585,4625.685871,2.276052,4557.353605,2.2343185,False,80_br2_2016,0.027,0.129,0.347,0.272,0.225,0.509,0,0.31,carr_g,0.316,carr_g,-99.999,-99.999,-99.999,-0.310335,0.719692,-0.319275,0.7273,-0.294664,0.719699,0.003162,-0.391168,0.284067,0.001414,-0.278128,0.791491,0.001,0.0165493148437,19.361,16.519,15.541,2.54679489329e-05,-0.234980187678,-0.0259117662618,0.0121376560492
1-58,2016,br2,82.0,14.88,1.23,-38.3424,-22.091,-24.678,115,19:53:45.22,18:48:38.3,-12.52,116.32,96,19534521+1848383,0.035,19:53:45.218,+18:48:38.31,12.697,0.048,12.055,0.049,11.998,0.044,AAA,298.438416667,18.8106388889,0.28,1.152,4716.383208,4824.860139,4856.747951,2.658927,2.60144,4824.860139,2.658927,4770.6216735,2.6301835,True,115_br2_2016,0.397,0.258,0.324,0.66,0.354,0.477,0,99.0,cord,0.55,cord,4845.0,-99.999,-99.999,-0.291897,1.368723,-0.292852,1.368316,-0.244265,1.316456,0.005,-0.35956,1.257865,0.001414,-0.238496,1.621057,0.002,0.0318410221401,99.999,99.999,99.999,99.999,0.234897681272,0.147138798342,-0.000704892946034
1-72,2016,br2,93.0,14.78,1.29,-39.3577,-23.1063,-22.99,221,19:53:42.28,18:46:56.3,-54.29,14.36,96,19534227+1846563,0.078,19:53:42.276,+18:46:56.34,12.569,0.042,11.948,0.041,11.871,0.028,AAA,298.426166667,18.7823055556,0.29,1.021,4632.508522,4819.309803,4874.647817,2.603671,2.503675,4819.309803,2.603671,4725.9091625,2.553673,False,221_br2_2016,-0.061,0.097,0.33,0.166,0.176,0.471,0,99.95,carr_g,0.137,carr_g,-99.999,-99.999,-99.999,-0.296323,0.654662,-0.298618,0.57583,-0.201068,0.6598,0.002236,-0.30857,0.027154,0.001,-0.182523,0.711144,0.002,0.0168965699757,19.376,16.818,16.075,1.96445575368e-05,-0.226490231265,-0.0319218934034,0.00497072484274
KC-260,2016,f1,5.0,15.43,1.13,-46.5641,-30.6684,99.0,260,19:53:45.65,18:47:10.9,-6.33,28.97,90,19534565+1847109,0.073,19:53:45.654,+18:47:10.94,13.557,0.046,13.005,0.041,12.981,0.031,AAA,298.440208333,18.7863611111,0.28,1.702,4893.873453,5318.300532,5320.498843,3.104229,2.913734,5318.300532,3.104229,5106.0869925,3.0089815,False,260_f1_2016,-0.182,0.054,0.282,0.029,0.136,0.422,0,99.999,none,99.999,none,-99.999,-99.999,-99.999,-0.158563,0.745523,-0.162594,0.237535,0.009076,0.748018,0.003,-0.125,-1.383333,0.017029,0.024413,0.774654,0.002,0.00789566709229,19.036,17.026,16.588,2.7153393802e-05,-0.018489356196,-0.0146841288163,1.11257937364e-05
2284,2016,f1,6.0,17.93,0.77,-36.8934,-20.9977,99.0,2284,19:53:53.75,18:49:20.8,108.78,158.86,98,19535375+1849209,0.174,19:53:53.759,+18:49:20.92,16.529,0.126,16.419,9.999,16.754,9.999,BUU,298.473958333,18.8224444444,0.28,4.202,5934.422523,7541.241008,19275.614942,4.763049,4.330344,5934.422523,4.330344,5934.422523,4.330344,False,2284_f1_2016,-0.22,0.076,0.117,-0.017,0.153,0.222,0,99.999,none,99.999,none,-99.999,-99.999,-99.999,-0.470268,1.748772,-0.475391,1.195573,-0.222072,1.727559,0.002,-0.36272,1.001742,0.0,-0.225177,1.761807,0.00141,0.0518708842516,99.999,99.999,99.999,99.999,0.198364533041,0.0212736270275,-0.0638840747209
1434,2016,f1,7.0,16.8,0.77,-88.8686,-72.9728,99.0,1434,19:53:53.57,18:45:24.7,106.08,-77.29,98,99999999+9999999,9.999,99:99:99.999,+99:99:99.99,99.999,9.999,99.999,9.999,99.999,9.999,999,298.473208333,18.7568611111,0.28,3.072,5934.422523,5934.422523,0.0,3.878344,3.878344,5934.422523,3.878344,5934.422523,3.878344,False,1434_f1_2016,-0.112,0.068,0.156,0.085,0.148,0.282,0,99.999,none,99.999,none,-99.999,-99.999,-99.999,-0.081163,1.637036,-0.07063,-0.782585,0.180874,1.605013,0.003,0.013095,-1.134086,0.014036,0.178953,1.640705,0.002,0.0357623217116,99.999,99.999,99.999,99.999,0.306364533041,0.0162736270275,-0.0248840747209
KC-199,2016,f1,10.0,15.47,1.12,-37.7653,-21.8696,-26.502,199,19:53:50.97,18:48:28.6,69.21,106.64,77,19535097+1848285,0.072,19:53:50.975,+18:48:28.59,13.359,0.056,12.784,0.046,12.735,0.043,AAA,298.462375,18.8079444444,0.28,1.742,4912.38119,4981.650918,5126.908458,2.972246,2.938855,4981.650918,2.972246,4947.016054,2.9555505,False,199_f1_2016,-0.099,0.082,0.317,0.111,0.154,0.438,0,99.999,none,99.999,none,-99.999,-99.999,-99.999,-0.251066,0.660519,-0.249202,0.671001,-0.138521,0.676509,0.003162,-0.262686,-0.289577,0.001,-0.135963,0.730405,0.004472,0.033746802872,99.999,99.999,99.999,99.999,-0.157407216542,-0.0271190271653,0.00267227895867
KC-170,2016,f1,17.0,15.57,1.14,-38.5395,-22.6438,-21.176,170,19:53:56.20,18:45:26.6,143.54,-75.37,95,19535621+1845265,0.175,19:53:56.211,+18:45:26.53,13.415,0.04,12.847,0.038,12.693,0.033,AAA,298.484166667,18.7573888889,0.3,1.78,4912.38119,4876.115892,4808.825842,2.936099,2.954055,4876.115892,2.936099,4894.248541,2.945077,False,170_f1_2016,-0.101,0.063,0.322,0.11,0.154,0.477,0,99.999,none,99.999,none,-99.999,-99.999,-99.999,-0.279269,0.649743,-0.281837,0.403899,-0.178048,0.652684,0.001,-0.26925,-1.366805,0.020224,-0.172326,0.710062,0.002,0.0440784939609,99.999,99.999,99.999,99.999,-0.230686698149,-0.0435479646084,0.000421205836139
1-38,2016,f1,19.0,15.06,1.24,-65.0832,-49.1874,99.0,253,19:53:48.95,18:47:13.8,40.5,31.85,87,19534895+1847138,0.034,19:53:48.950,+18:47:13.83,12.598,0.043,11.965,0.059,11.867,0.056,AEE,298.453958333,18.7871666667,0.28,1.332,4699.359116,4532.234493,4751.959465,2.5676,2.66408,4699.359116,2.66408,4699.359116,2.66408,False,253_f1_2016,-0.129,0.106,0.307,0.083,0.191,0.447,0,99.999,none,99.999,none,-99.999,-99.999,-99.999,-0.417082,0.664346,-0.396911,0.728575,-0.335055,0.674022,0.006,-0.43588,-0.27331,0.001,-0.32125,0.717756,0.002828,0.0125589678751,19.023,16.85,16.13,2.16846079705e-05,-0.359999093817,-0.0422506891418,-0.0244340000979
1848,2016,f1,23.0,17.21,1.0,-33.2343,-17.3386,-25.17,1848,19:53:47.43,18:43:43.4,18.9,-178.59,73,19534743+1843433,0.091,19:53:47.435,+18:43:43.35,15.312,0.058,14.726,0.071,14.608,0.075,AAA,298.447625,18.7287222222,0.27,3.513,5195.110227,5109.334238,4825.717594,3.739361,3.776953,5109.334238,3.739361,5152.2222325,3.758157,False,1848_f1_2016,-0.208,0.037,0.326,-0.013,0.113,0.459,0,99.999,none,99.999,none,-99.999,-99.999,-99.999,-0.130046,0.560702,-0.128909,-1.345235,0.001394,0.54962,0.002236,-0.078766,-1.409285,0.033541,0.017604,0.57217,0.001414,0.0506082561104,99.999,99.999,99.999,99.999,-0.177700764854,-0.0529932060582,0.0221384961769
KC-130,2016,f1,27.0,15.01,1.28,-35.7688,-19.8731,-19.876,130,19:53:34.29,18:46:55.0,-167.78,13.04,96,19533428+1846550,0.109,19:53:34.282,+18:46:55.01,12.769,0.03,12.173,0.031,12.09,0.018,AAA,298.392875,18.7819444444,0.32,1.158,4699.359116,4875.845321,4986.078945,2.687164,2.59448,4875.845321,2.687164,4787.6022185,2.640822,True,130_f1_2016,-0.107,0.087,0.314,0.114,0.167,0.451,0,0.26,cord,0.16,cord,4700.0,-99.999,-99.999,-0.322358,0.640048,-0.321632,0.598967,-0.279266,0.628096,0.001,-0.395795,-0.372616,0.001414,-0.259032,0.668735,0.002828,0.0482053653288,99.999,99.999,99.999,99.999,-0.236862615174,-0.0305948339336,-0.00759593570609
2299,2016,f1,28.0,16.25,0.97,-45.7889,-29.8932,99.0,2299,19:53:56.14,18:48:49.4,142.62,127.45,98,19535615+1848493,0.19,19:53:56.153,+18:48:49.36,14.596,0.035,14.067,0.038,14.06,0.042,AAA,298.483916667,18.8137222222,0.28,2.522,5302.530075,5663.311523,5496.111925,3.564679,3.425756,5663.311523,3.564679,5482.920799,3.4952175,False,2299_f1_2016,0.064,0.17,0.254,0.287,0.266,0.404,0,99.999,none,99.999,none,-99.999,-99.999,-99.999,0.085647,1.335878,0.098275,1.518744,0.279536,1.3514,0.003,0.122366,1.481641,0.001414,0.290672,1.427456,0.003,0.0513910514738,99.999,99.999,99.999,99.999,0.379613784966,0.126301172252,0.0225762552215
2-283,2016,f1,30.0,15.35,1.11,-34.9652,-19.0695,-24.414,247,19:53:50.89,18:46:01.9,68.0,-40.1,80,19535088+1846018,0.082,19:53:50.886,+18:46:01.84,13.249,0.12,12.68,0.049,12.513,0.044,BAA,298.462041667,18.7671944444,0.28,1.622,4931.033328,4872.755483,4736.101004,2.871218,2.89996,4872.755483,2.871218,4901.8944055,2.885589,False,247_f1_2016,-0.027,0.122,0.34,0.19,0.202,0.485,0,99.999,none,99.999,none,-99.999,-99.999,-99.999,-0.232512,0.694443,-0.239522,0.5475,-0.118701,0.689324,0.001414,-0.220337,0.523929,0.0,-0.097292,0.753945,0.001,0.021102136025,19.588,17.19,16.531,1.70452592838e-05,-0.158868271009,0.00386820236077,0.0182088077982
KC-191,2016,f1,32.0,15.01,1.2,-37.9705,-22.0748,-22.889,191,19:53:55.67,18:47:51.0,135.93,69.03,93,19535567+1847510,0.046,19:53:55.673,+18:47:51.01,12.849,0.03,12.245,0.032,12.154,0.024,AAA,298.481958333,18.7975,0.28,1.282,4768.225472,4852.037917,4870.260966,2.724788,2.681363,4852.037917,2.724788,4810.1316945,2.7030755,False,191_f1_2016,-0.083,0.082,0.338,0.137,0.159,0.474,0,99.999,none,99.999,none,-99.999,-99.999,-99.999,-0.240113,0.581938,-0.239933,0.538674,-0.149811,0.60108,0.002236,-0.251025,-0.826725,0.001,-0.128659,0.649766,0.001,0.0405757889029,99.999,99.999,99.999,99.999,-0.228152982156,-0.0428143110076,0.0149227767097
1707,2016,f1,33.0,15.91,1.14,-33.8778,-17.982,-20.623,1707,19:53:58.35,18:47:09.5,174.15,27.61,89,19535836+1847095,0.196,19:53:58.363,+18:47:09.56,13.97,0.063,13.328,0.044,13.321,0.049,AAA,298.493125,18.7859722222,0.28,2.182,4875.508448,5149.052902,5032.754741,3.224542,3.096596,5149.052902,3.224542,5012.280675,3.160569,False,1707_f1_2016,0.246,0.18,0.295,0.47,0.271,0.441,0,99.999,none,99.999,none,-99.999,-99.999,-99.999,-0.256427,1.3332,-0.262597,1.331021,-0.13244,1.286704,0.003162,-0.25276,1.171306,0.001,-0.117787,1.449643,0.00141,0.0472735277934,99.999,99.999,99.999,99.999,0.303322472508,0.108737216525,-0.0051813677633
2173,2016,f1,39.0,17.32,1.1,-38.8248,-22.9291,-24.074,2173,19:53:38.22,18:48:30.7,-111.84,108.71,99,19533822+1848307,0.053,19:53:38.221,+18:48:30.75,15.264,0.033,14.805,0.052,14.764,0.086,AAA,298.40925,18.8085277778,0.32,3.468,5068.209225,5291.583893,5752.566342,3.79964,3.702827,5291.583893,3.79964,5179.896559,3.7512335,False,2173_f1_2016,-0.192,0.056,0.324,0.035,0.134,0.466,0,99.999,none,99.999,none,-99.999,-99.999,-99.999,-0.021957,0.599173,-0.018431,-0.36313,0.128991,0.599299,0.002236,0.001096,-1.283223,0.007071,0.132806,0.635397,0.001,0.0438700818789,99.999,99.999,99.999,99.999,-0.0440190481115,-0.0181066573306,0.0388572482439
1567,2016,f1,46.0,17.56,0.84,-41.2188,-25.3231,99.0,1567,19:53:38.94,18:45:19.7,-101.78,-82.21,98,19533892+1845197,0.281,19:53:38.921,+18:45:19.75,16.106,0.132,15.716,0.135,15.958,9.999,BBU,298.41225,18.7554722222,0.26,3.894,5628.56758,6542.465471,8274.431448,4.391794,4.100864,5628.56758,4.100864,5628.56758,4.100864,False,1567_f1_2016,-0.4,0.04,0.176,-0.172,0.122,0.294,0,99.999,none,99.999,none,-99.999,-99.999,-99.999,-0.3784,0.790359,-0.373111,0.443764,-0.175983,0.75393,0.001,-0.288838,-0.902891,0.036346,-0.179668,0.76985,0.001,0.0380779818193,99.999,99.999,99.999,99.999,-0.0963262033577,-0.0185237877746,-0.0613141834873
2-160,2016,f1,79.0,15.01,1.19,-37.4182,-21.5224,-23.793,235,19:53:45.99,18:45:46.1,-1.38,-55.85,95,19534600+1845461,0.179,19:53:46.002,+18:45:46.12,12.967,0.039,12.395,0.04,12.309,0.025,AAA,298.441625,18.7628055556,0.28,1.282,4785.76774,5020.148002,4999.898848,2.806319,2.690622,5020.148002,2.806319,4902.957871,2.7484705,False,235_f1_2016,0.253,0.252,0.283,0.484,0.337,0.415,0,0.28,ram,0.47,ram,-99.999,5100.0,2.7,-0.362334,1.297503,-0.359663,1.518427,-0.292392,1.298422,0.003162,-0.406834,1.433899,0.001414,-0.277572,1.469411,0.001414,0.0165071183019,19.123,16.953,16.245,6.75189996135e-05,0.221372646075,0.160970208558,-0.0283803737692
1-23,2016,f1,88.0,15.03,1.22,-34.8914,-18.9957,-20.84,181,19:53:53.42,18:46:28.7,103.93,-13.27,71,19535341+1846287,0.042,19:53:53.417,+18:46:28.70,12.852,0.033,12.286,0.037,12.183,0.022,AAA,298.472583333,18.7746388889,0.28,1.302,4733.534672,4861.140209,4960.460048,2.737385,2.670774,4861.140209,2.737385,4797.3374405,2.7040795,False,181_f1_2016,-0.136,0.075,0.322,0.087,0.156,0.458,0,99.999,none,99.999,none,-99.999,-99.999,-99.999,-0.328562,0.600051,-0.329268,0.556658,-0.202813,0.577205,0.001414,-0.303125,-1.502083,0.008246,-0.189483,0.623685,0.003,0.0277152304262,99.999,99.999,99.999,99.999,-0.27535243261,-0.0441787976052,-0.000517129570552
KC-227,2016,f1,90.0,15.06,1.13,-38.6635,-22.7678,-23.238,227,19:53:41.92,18:46:15.9,-59.28,-26.02,89,19534192+1846159,0.103,19:53:41.922,+18:46:16.00,12.986,0.05,12.45,0.038,12.336,0.037,AAA,298.424666667,18.7710833333,0.28,1.332,4893.873453,4994.283625,5029.077528,2.814213,2.765734,4994.283625,2.814213,4944.078539,2.7899735,False,227_f1_2016,-0.089,0.079,0.338,0.141,0.165,0.488,0,99.999,none,99.999,none,-99.999,-99.999,-99.999,-0.170422,0.581975,-0.163791,0.374449,-0.063591,0.603113,0.002236,-0.182278,-0.217027,0.001,-0.04947,0.658207,0.002,0.0197689892304,19.192,16.871,16.287,1.89112547555e-05,-0.13863967028,-0.0143969125122,0.02462059203
1633,2016,f1,93.0,17.28,1.01,-60.1216,-44.2259,99.0,1633,19:53:36.15,18:47:26.4,-141.38,44.44,97,19533614+1847264,0.041,19:53:36.147,+18:47:26.40,15.493,0.073,15.066,0.079,15.105,0.129,AAB,298.400625,18.7906666667,0.31,3.459,5275.159321,5775.955779,6371.265415,3.979387,3.789226,5775.955779,3.979387,5525.55755,3.8843065,False,1633_f1_2016,-0.252,0.06,0.257,-0.042,0.14,0.396,0,99.999,none,99.999,none,-99.999,-99.999,-99.999,0.173276,0.845053,0.199325,-1.55171,0.378203,0.84859,0.002236,0.211111,0.146509,0.001,0.378948,0.879332,0.001,0.0423710803572,99.999,99.999,99.999,99.999,0.101341641187,0.00315401933919,0.0457195627793
1-63,2017,br1,2.0,13.53,1.26,-45.1257,-25.6113,-28.041,64,19:53:46.56,18:47:44.1,6.59,62.18,96,19534656+1847441,0.135,19:53:46.567,+18:47:44.19,11.228,0.029,10.569,0.031,10.435,0.022,AAA,298.444,18.7955833333,0.27,-0.167,4649.037047,4592.952094,4552.146727,2.004968,2.038171,4592.952094,2.004968,4620.9945705,2.0215695,False,64_br1_2017,0.403,0.297,0.345,0.641,0.382,0.472,1,99.999,none,99.999,none,-99.999,-99.999,-99.999,-0.339295,1.329612,-0.338798,1.39159,-0.339141,1.290399,0.001,-0.441931,1.219105,0.001,-0.362722,1.317916,0.005,0.0163912598416,18.614,15.972,14.901,4.43044517767e-05,0.130031890241,0.122799528057,0.0087207604774
KC-127,2017,br1,5.0,14.44,1.07,-42.5602,-23.0458,-23.588,127,19:53:35.96,18:47:34.9,-143.85,52.97,96,19533597+1847349,0.171,19:53:35.970,+18:47:34.99,12.44,0.025,11.995,0.029,11.91,0.018,AAA,298.399833333,18.7930277778,0.31,0.619,5118.027292,5297.500522,5583.980156,2.662483,2.585635,5297.500522,2.662483,5207.763907,2.624059,False,127_br1_2017,0.22,0.151,0.269,0.461,0.23,0.387,2,99.999,none,99.999,none,-99.999,-99.999,-99.999,-0.151545,1.328978,-0.151692,1.280355,-0.059536,1.380162,0.007,-0.188967,1.018003,0.001,-0.02284,1.481836,0.001,0.0437805563025,99.999,99.999,99.999,99.999,0.371465547304,0.0782197970868,-0.01545366483
S213,2017,br1,6.0,13.37,1.29,-48.1976,-28.6832,-21.472,109,19:53:49.69,18:50:48.7,51.05,246.79,82,19534969+1850489,0.226,19:53:49.697,+18:50:48.90,11.072,0.027,10.436,0.029,10.342,0.018,AAA,298.457041667,18.8468611111,0.28,-0.358,4616.10051,4677.637561,4755.14743,1.975993,1.942378,4677.637561,1.975993,4646.8690355,1.9591855,False,109_br1_2017,0.464,0.333,0.31,0.712,0.425,0.439,1,99.999,none,99.999,none,-99.999,-99.999,-99.999,-0.442675,1.513064,-0.439488,1.58275,-0.448276,1.498955,0.001414,-0.543315,1.458648,0.004243,-0.448276,1.498955,0.00141,0.0688336729227,99.999,99.999,99.999,99.999,0.223027346778,0.186695835192,-0.0224811588848
1-87,2017,br1,15.0,14.37,1.05,-40.5983,-21.0839,-22.8,78,19:53:45.62,18:45:50.2,-6.89,-51.79,97,19534561+1845502,0.109,19:53:45.612,+18:45:50.22,12.413,0.053,11.897,0.049,11.873,0.042,AAA,298.440083333,18.7639444444,0.28,0.642,5092.964908,5258.001538,5477.918553,2.655259,2.583625,5258.001538,2.655259,5175.483223,2.619442,False,78_br1_2017,-0.032,0.076,0.33,0.217,0.158,0.465,2,0.56,ram,0.23,ram,-99.999,5300.0,2.4,0.028585,0.747029,0.022275,0.532857,0.160727,0.798486,0.003606,0.020689,-1.792383,0.003,0.17978,0.841328,0.001,0.0156314044996,18.058,16.011,15.49,3.1354527846e-05,0.0957335618168,0.0039097476144,0.041046069691
CF2,2017,br1,21.0,12.61,1.26,-38.5624,-19.048,99.0,32,19:54:00.74,18:49:06.0,207.9,144.11,73,19540075+1849061,0.259,19:54:00.756,+18:49:06.14,10.523,0.027,9.959,0.029,9.898,0.018,AAA,298.503083333,18.8183333333,0.28,-1.118,4665.687417,5007.27681,5123.058379,1.840314,1.667464,5007.27681,1.840314,4836.4821135,1.753889,False,32_br1_2017,0.366,0.332,0.309,0.611,0.428,0.462,1,99.999,none,99.999,none,-99.999,-99.999,-99.999,-0.258036,1.329804,-0.258106,1.520419,-0.169428,1.301319,0.001414,-0.30741,1.460981,0.001414,-0.169428,1.301319,0.001414,0.0684920901527,99.999,99.999,99.999,99.999,0.325401398196,0.250321081568,-0.00338493804662
1-97,2017,br1,25.0,14.15,1.29,-44.7193,-25.2049,99.0,72,19:53:42.81,18:46:13.0,-46.58,-28.94,84,19534282+1846129,0.231,19:53:42.825,+18:46:12.91,12.008,0.06,11.497,0.059,11.376,0.048,EEE,298.428375,18.7702777778,0.28,0.422,4616.10051,4938.92159,5096.306624,2.423785,2.254378,4616.10051,2.254378,4616.10051,2.254378,False,72_br1_2017,0.064,0.126,0.355,0.287,0.194,0.466,1,99.999,none,99.999,none,-99.999,-99.999,-99.999,-0.242213,0.698986,-0.250413,0.791234,-0.217246,0.763612,0.001,-0.318656,0.241299,0.002,-0.199632,0.830203,0.002236,0.0170370788809,18.141,15.914,15.279,3.40102181746e-05,-0.201386164411,-0.0593129908899,0.0197163257384
1-79,2017,br1,27.0,13.99,1.43,6.069,25.5833,99.0,38,19:53:38.17,18:46:49.7,-112.54,7.78,79,19533817+1846497,0.12,19:53:38.177,+18:46:49.76,11.548,0.03,10.934,0.033,10.797,0.02,AAA,298.409041667,18.7804722222,0.29,0.231,4413.19095,4550.713241,4702.590252,2.138569,2.051211,4550.713241,2.138569,4481.9520955,2.09489,True,38_br1_2017,0.433,0.446,0.363,0.697,0.555,0.531,0,99.999,none,99.999,none,-99.999,-99.999,-99.999,-0.263328,1.388078,-0.256036,1.602559,-0.270366,1.311656,0.001,-0.361314,1.558143,0.001414,-0.252308,1.450484,0.001414,0.0328459382246,99.999,99.999,99.999,99.999,0.148663955816,0.284762929376,0.024980664915
1-27,2017,br1,35.0,12.1,1.76,-3.06,16.4544,99.0,48,19:53:56.09,18:47:16.7,141.99,34.72,73,19535610+1847167,0.161,19:53:56.100,+18:47:16.76,7.943,0.023,7.078,0.034,6.681,0.02,AAA,298.483708333,18.7879722222,0.28,-1.628,3960.146083,3567.762176,3596.778906,0.304815,0.949281,3567.762176,0.304815,3763.9541295,0.627048,False,48_br1_2017,-0.254,0.247,0.297,-0.009,0.314,0.353,3,99.999,none,99.999,none,-99.999,-99.999,-99.999,0.080469,2.261458,0.071912,2.466012,-0.56058,2.453715,0.26552,-1.964258,1.386198,0.165109,-0.56058,2.453715,0.26552,0.038873691221,99.999,99.999,99.999,99.999,0.191337540625,0.0391867385728,-0.0398960584878
1-67,2017,br1,39.0,14.28,1.23,-41.6244,-22.11,-19.28,94,19:53:44.07,18:46:59.7,-28.72,17.7,96,19534407+1846596,0.14,19:53:44.080,+18:46:59.69,11.959,0.033,11.3,0.033,11.185,0.022,AAA,298.433625,18.78325,0.29,0.521,4733.534672,4634.154654,4632.618882,2.304644,2.358374,4634.154654,2.304644,4683.844663,2.331509,False,94_br1_2017,0.395,0.285,0.343,0.648,0.379,0.484,0,0.437,carr_g,0.414,carr_g,-99.999,-99.999,-99.999,-0.282019,1.319495,-0.281801,1.360066,-0.229288,1.324433,0.002828,-0.326528,1.235907,0.0,-0.221777,1.558492,0.001,0.0103721690793,19.177,16.571,15.597,3.26475113656e-05,0.136155032281,0.130191062194,0.00851444667044
A9,2017,br1,46.0,12.94,1.57,-46.6373,-27.123,-24.99,2,19:53:37.47,18:44:59.6,-122.55,-102.3,94,19533747+1844596,0.092,19:53:37.474,+18:44:59.68,9.955,0.025,9.194,0.029,9.052,0.02,AAA,298.406125,18.7498888889,0.3,-0.85,4227.851275,4091.422761,4295.575506,1.38043,1.488826,4091.422761,1.38043,4159.637018,1.434628,True,2_br1_2017,-0.013,0.206,0.366,0.228,0.301,0.514,0,0.36,cord,0.13,cord,4025.0,-99.999,-99.999,-0.5797,1.340909,-0.588082,1.167537,-0.666541,1.321833,0.001,-0.724376,-1.180247,0.007071,-0.666541,1.321833,0.001,0.0460993970411,99.999,99.999,99.999,99.999,-0.167397970036,-0.0858284223581,0.0148707176891
1-36,2017,br1,49.0,12.79,1.25,-37.9997,-18.4853,-21.9,102,19:53:47.20,18:46:53.8,15.61,11.83,88,19534721+1846537,0.155,19:53:47.211,+18:46:53.76,9.412,0.172,8.647,0.108,8.359,0.104,CAA,298.446666667,18.7816111111,0.28,-0.938,4682.460983,3826.457334,3949.90993,1.077108,1.746691,4682.460983,1.746691,4682.460983,1.746691,False,102_br1_2017,0.014,0.144,0.336,0.198,0.237,0.488,1,0.116,carr_u,0.193,carr_u,-99.999,-99.999,-99.999,-0.378371,0.700443,-0.380088,0.697302,-0.410861,0.680829,0.002236,-0.533039,0.52849,0.001,-0.410861,0.680829,0.00223,0.00369936723995,18.187,16.096,15.568,0.000188744954639,-0.224815556798,-0.000170454267683,0.00374864616112
1-11,2017,br1,55.0,14.81,1.19,-43.1387,-23.6243,-24.8,243,19:53:50.18,18:45:52.5,58.06,-49.44,92,19535018+1845525,0.12,19:53:50.186,+18:45:52.58,12.675,0.033,12.078,0.03,11.966,0.02,AAA,298.459083333,18.7645833333,0.28,1.082,4785.76774,4864.921973,4823.375713,2.651288,2.610622,4864.921973,2.651288,4825.3448565,2.630955,True,243_br1_2017,-0.081,0.094,0.355,0.174,0.176,0.496,0,0.343,carr_g,0.24,carr_g,-99.999,-99.999,-99.999,-0.14811,0.481027,-0.147778,0.539436,-0.107326,0.518388,0.003162,-0.218761,0.074514,0.0,-0.087842,0.568365,0.001,0.0206251094739,19.315,16.795,16.059,3.89521787078e-05,-0.217925547125,-0.0235073908902,0.0327178345041
KC-22,2017,br1,80.0,13.93,1.37,-44.7823,-25.268,-24.63,22,19:53:39.18,18:44:03.0,-98.17,-158.98,94,19533918+1844030,0.118,19:53:39.188,+18:44:03.04,11.375,0.03,10.64,0.029,10.544,0.018,AAA,298.41325,18.7341666667,0.29,0.171,4504.51093,4398.163402,4470.229601,2.017248,2.085939,4398.163402,2.017248,4451.337166,2.0515935,True,22_br1_2017,0.102,0.152,0.371,0.343,0.233,0.507,0,0.56,cord,0.15,cord,4405.0,-99.999,-99.999,-0.270692,0.85566,-0.266962,0.74003,-0.168254,0.910163,0.001,-0.239915,0.068701,0.002,-0.172598,0.926923,0.001414,0.0534722825958,99.999,99.999,99.999,99.999,-0.19348004191,-0.0791137497683,0.0274394737048
1-6,2017,br1,81.0,14.75,1.05,-40.5232,-21.0088,-18.611,236,19:53:48.17,18:45:24.3,29.44,-77.69,94,19534817+1845243,0.054,19:53:48.173,+18:45:24.34,12.588,0.038,11.995,0.04,11.92,0.027,AAA,298.450708333,18.75675,0.26,1.084,5043.754882,4833.409434,4933.714366,2.636109,2.73804,4833.409434,2.636109,4938.582158,2.6870745,True,236_br1_2017,-0.042,0.095,0.323,0.2,0.17,0.453,0,0.443,carr_g,0.233,carr_g,-99.999,-99.999,-99.999,-0.291613,0.670467,-0.298008,0.538619,-0.210559,0.720343,0.002,-0.311606,-0.015257,0.001,-0.196467,0.789524,0.00141,0.0234025491195,19.387,16.842,16.093,2.89648254421e-05,-0.198833464319,-0.0352472583606,-0.00119997438842
